row_id,term_id,value
3658,22,0.7495746
3658,71,0.3747873
3658,83,0.39649322
3661,32,0.47093731
3661,35,0.49209581
3661,41,0.46515615
3661,43,0.32167707
3661,79,0.23351795
3661,86,0.40209794
3663,16,0.74592333
3663,86,0.66603182
3670,79,1
3671,4,0.58920527
3671,30,0.80798338
3673,66,1
3685,56,1
3689,19,0.85712717
3689,79,0.51510486
3692,51,1
3695,79,1
3697,59,1
3698,79,1
3699,70,1
3700,80,1
3703,59,1
3706,79,1
3707,55,0.90343935
3707,79,0.42871592
3713,91,1
3718,0,0.34722609
3718,2,0.40644732
3718,4,0.53286806
3718,10,0.39290009
3718,12,0.37739245
3718,16,0.36536379
3724,19,0.55212624
3724,20,0.61272214
3724,78,0.56544513
3725,59,1
3738,43,1
3739,9,0.82966043
3739,79,0.55826837
3751,60,1
3753,74,1
3754,79,1
3755,79,0.45667063
3755,96,0.88963585
3758,59,1
3763,43,0.80924916
3763,79,0.58746558
3765,79,1
3768,79,1
3769,7,0.5989677
3769,12,0.57532663
3769,28,0.5569892
3770,32,1
3775,43,0.43847456
3775,81,0.62008863
3775,92,0.65056141
3776,46,0.81330159
3776,80,0.58184235
3789,43,1
3790,33,0.29142009
3790,34,0.30390815
3790,36,0.29142009
3790,38,0.29721659
3790,40,0.60781631
3790,49,0.32150908
3790,50,0.28630722
3790,90,0.30768525
3791,13,1
3794,22,0.83884765
3794,30,0.40605549
3794,86,0.36256525
3796,79,0.43434531
3796,85,0.90074644
3799,79,1
3801,90,1
3802,80,1
3805,9,0.61406937
3805,62,0.78925206
3806,6,0.89370371
3806,79,0.44865764
3809,4,0.56564073
3809,9,0.59775476
3809,59,0.56810194
3810,0,0.86027129
3810,65,0.45260421
3810,79,0.23469714
3811,50,1
3812,35,0.71506407
3812,36,0.64814355
3812,56,0.26190325
3813,55,0.8067136
3813,56,0.59094261
3814,79,1
3815,79,0.44865764
3815,82,0.89370371
3816,77,1
3818,60,1
3819,59,1
3821,80,1
3823,4,0.52702208
3823,9,0.55694355
3823,11,0.64192025
3824,15,0.80710443
3824,80,0.5904087
3825,95,1
3826,59,1
3827,70,1
3832,7,1
3834,79,1
3835,65,1
3839,87,1
3842,59,1
3847,79,1
3850,4,1
3853,56,1
3856,17,0.72516289
3856,26,0.68857736
3861,14,1
3863,79,1
3864,90,1
3866,98,1
3867,43,0.71384253
3867,70,0.70030625
3868,59,1
3870,9,0.60805222
3870,33,0.39075917
3870,34,0.40750415
3870,36,0.39075917
3870,38,0.39853157
3877,51,1
3878,9,1
3879,4,0.28479244
3879,9,0.30096141
3879,11,0.34688117
3879,45,0.42675917
3879,56,0.31261426
3879,66,0.42675917
3879,80,0.28859292
3879,97,0.40339635
3880,79,1
3881,19,0.55212624
3881,20,0.61272214
3881,78,0.56544513
3883,32,1
3888,79,1
3889,79,1
3897,4,1
3898,79,1
3900,25,1
3901,3,0.20247482
3901,5,0.18220312
3901,7,0.54660936
3901,8,0.72881248
3901,59,0.12409348
3901,70,0.11873365
3901,79,0.087859431
3901,89,0.16943346
3901,91,0.17301071
3902,79,1
3903,79,1
3905,80,1
3911,4,0.57674006
3911,82,0.81692772
3913,79,1
3918,70,1
3919,43,0.6205151
3919,69,0.7841945
3921,79,1
3926,79,1
3928,43,1
3929,96,1
3932,8,0.58171014
3932,22,0.55875022
3932,27,0.5911104
3941,19,0.55212624
3941,20,0.61272214
3941,78,0.56544513
3942,70,1
3946,9,0.46516291
3946,12,0.62348531
3946,69,0.54490275
3946,79,0.31300244
3948,79,1
3952,58,1
3953,79,1
3955,43,1
3963,79,1
3964,19,0.55212624
3964,20,0.61272214
3964,78,0.56544513
3976,11,1
3978,79,1
3983,19,1
3987,59,1
4002,43,0.69501455
4002,80,0.71899567
4005,4,0.37898351
4005,56,0.41600701
4005,57,0.56790373
4005,71,0.53681399
4005,79,0.26949166
4009,80,1
4010,5,1
4013,80,1
4015,4,0.42232524
4015,9,0.44630258
4015,11,0.51439804
4015,74,0.5982057
4016,4,0.3966843
4016,9,0.41920589
4016,56,0.43543701
4016,74,0.5618864
4016,80,0.40197795
4020,28,0.6751072
4020,63,0.73771964
4022,9,1
4023,62,1
4026,0,0.52395675
4026,4,0.40204327
4026,23,0.50977446
4026,30,0.55132616
4027,79,1
4030,0,0.90130028
4030,1,0.28333127
4030,4,0.25934514
4030,9,0.091356453
4030,24,0.12245045
4030,68,0.1295422
4031,4,0.44664658
4031,46,0.63265584
4031,82,0.63265584
4032,4,0.68732621
4032,9,0.72634887
4034,4,0.68732621
4034,9,0.72634887
4035,53,0.71146019
4035,74,0.70272641
4039,4,0.49247796
4039,9,0.5204382
4039,54,0.69757404
4040,23,1
4043,69,1
4046,80,1
4047,41,1
4048,6,0.82248512
4048,43,0.56878663
4051,43,1
4055,79,1
4056,79,1
4062,61,1
4066,21,1
4067,43,1
4071,79,1
4074,56,1
4081,70,1
4084,79,1
4085,79,1
4098,69,1
4101,60,1
4108,80,1
4113,54,1
4114,33,0.56543959
4114,34,0.58967005
4114,38,0.57668648
4124,56,1
4127,79,1
4133,70,1
4137,79,1
4146,87,1
4148,33,0.48850088
4148,34,0.50943432
4148,38,0.49821741
4148,39,0.50360994
4149,13,0.69273083
4149,17,0.72119622
4150,88,1
4152,22,0.91176032
4152,23,0.27205781
4152,99,0.30769735
4153,56,0.60269629
4153,73,0.79797066
4156,22,1
4160,68,1
4161,4,0.57198608
4161,88,0.82026333
4163,80,1
4164,56,1
4165,79,1
4166,79,1
4167,4,1
4169,43,0.69501455
4169,80,0.71899567
4175,9,0.39913916
4175,28,0.51793801
4175,29,0.53498979
4175,82,0.53498979
4179,43,1
4181,79,1
4183,21,1
4187,42,1
4189,59,1
4194,59,1
4197,75,1
4202,79,1
4203,98,1
4205,79,1
4208,79,1
4214,21,1
4215,59,1
4226,61,1
4228,80,1
4232,19,0.77029554
4232,43,0.63768706
4233,79,1
4237,56,0.83928419
4237,79,0.54369298
4238,80,1
4250,80,0.58626735
4250,91,0.81011764
4254,65,1
4259,3,0.5488358
4259,5,0.49388657
4259,8,0.49388657
4259,30,0.45927266
4265,19,0.52403201
4265,20,0.58154457
4265,78,0.53667319
4265,79,0.31492578
4271,70,1
4272,70,1
4274,59,1
4284,75,1
4288,4,1
4293,79,1
4305,79,0.48423562
4305,87,0.87493763
4309,43,1
4312,42,1
4315,79,0.44424233
4315,88,0.89590666
4318,59,1
4320,4,1
4321,79,1
4323,44,0.70539297
4323,46,0.68748923
4323,79,0.17256686
4325,79,1
4326,79,1
4330,79,1
4347,32,0.67644644
4347,59,0.47375213
4347,70,0.45328987
4347,79,0.33542127
4348,21,1
4353,70,1
4354,43,0.44181261
4354,56,0.49510077
4354,57,0.67587701
4354,79,0.32072904
4357,43,1
4360,79,1
4363,23,0.87220275
4363,79,0.48914451
4367,6,0.75296373
4367,69,0.65806202
4368,44,1
4375,64,1
4379,74,1
4380,0,0.44451797
4380,21,0.89576993
4382,40,1
4383,79,1
4386,4,0.68732621
4386,9,0.72634887
4387,5,1
4389,43,1
4393,79,1
4397,95,1
4404,62,0.88593208
4404,79,0.463815
4406,4,0.50017102
4406,9,0.52856803
4406,58,0.68588978
4421,19,1
4424,43,1
4428,59,1
4431,59,0.81614891
4431,79,0.57784163
4436,70,1
4451,56,1
4455,43,1
4457,61,1
4460,86,1
4461,13,1
4465,64,1
4466,9,1
4474,23,1
4475,79,1
4477,79,1
4479,49,1
4491,28,1
4496,16,1
4500,4,0.46255297
4500,10,0.68210921
4500,86,0.56636717
4501,43,0.93999457
4501,79,0.34118939
4505,56,0.62491829
4505,58,0.78069016
4508,79,1
4509,80,1
4515,59,0.81614891
4515,79,0.57784163
4517,98,1
4519,12,1
4526,14,0.84028904
4526,59,0.54213866
4529,80,1
4537,15,1
4539,69,1
4542,43,0.71384253
4542,70,0.70030625
4545,19,0.6931019
4545,59,0.58831247
4545,79,0.41653114
4547,60,1
4550,42,1
4552,64,1
4554,69,1
4559,64,1
4567,79,1
4568,43,0.4538712
4568,78,0.56148026
4568,79,0.32948284
4568,98,0.60842576
4569,11,0.54699595
4569,46,0.63611459
4569,78,0.54420002
4570,50,1
4571,79,1
4575,60,1
4577,70,1
4588,25,0.56035022
4588,32,0.59162529
4588,78,0.49992586
4588,79,0.29336203
4589,70,1
4593,79,1
4596,25,1
4600,87,1
4602,59,0.7225385
4602,70,0.69133068
4606,70,1
4609,59,1
4611,19,0.55212624
4611,20,0.61272214
4611,78,0.56544513
4612,42,1
4617,87,1
4620,91,1
4622,59,0.81614891
4622,79,0.57784163
4631,21,0.43520311
4631,25,0.9003323
4632,0,0.68888553
4632,58,0.72487015
4638,79,1
4640,13,1
4641,69,0.61905362
4641,79,0.35559611
4641,91,0.70023141
4643,79,1
4647,74,1
4652,79,1
4655,9,0.46153333
4655,58,0.59890304
4655,68,0.65444796
4656,80,1
4665,79,1
4673,80,1
4675,77,0.88419254
4675,79,0.46712264
4680,79,1
4686,80,1
4689,79,0.45278753
4689,91,0.89161845
4694,23,1
4697,25,1
4702,62,0.88593208
4702,79,0.463815
4704,51,1
4705,62,1
4706,43,1
4713,59,1
4714,73,1
4715,79,1
4716,70,1
4718,4,0.66039004
4718,9,0.34894171
4718,17,0.48692599
4718,30,0.4527999
4732,51,1
4733,19,0.55212624
4733,20,0.61272214
4733,78,0.56544513
4734,79,1
4736,79,1
4739,19,0.55212624
4739,20,0.61272214
4739,78,0.56544513
4742,39,1
4743,70,0.80385312
4743,79,0.59482784
4744,45,0.77436272
4744,86,0.63274195
4748,80,1
4750,62,1
4755,59,1
4756,44,0.51145537
4756,56,0.38629522
4756,57,0.52734327
4756,79,0.2502442
4756,82,0.498474
4760,70,0.6213542
4760,78,0.7835298
4771,97,1
4776,70,1
4778,65,1
4779,85,1
4781,18,0.78910052
4781,78,0.61426409
4787,80,1
4788,93,1
4791,9,0.82966043
4791,79,0.55826837
4792,43,0.80924916
4792,79,0.58746558
4797,21,1
4798,18,1
4804,79,1
4805,91,1
4806,79,1
4809,80,1
4818,53,0.89590666
4818,79,0.44424233
4825,77,0.69686481
4825,96,0.71720251
4827,59,1
4831,79,1
4834,79,1
4838,59,1
4862,28,1
4880,79,1
4881,94,1
4885,19,0.55212624
4885,20,0.61272214
4885,78,0.56544513
4901,86,1
4903,79,1
4913,96,1
4916,70,1
4918,79,0.44865764
4918,82,0.89370371
4919,26,1
4920,4,0.49247796
4920,9,0.5204382
4920,41,0.69757404
4933,4,0.3080664
4933,9,0.32555675
4933,11,0.37522918
4933,23,0.78123126
4933,79,0.21906316
4935,79,1
4939,44,0.6758492
4939,79,0.33067859
4939,82,0.65869532
4940,70,1
4951,79,1
4958,43,0.80924916
4958,79,0.58746558
4965,79,0.47619251
4965,98,0.87934106
4966,79,1
4968,55,1
4969,56,0.62491829
4969,58,0.78069016
4971,79,1
4973,59,1
4975,79,1
4976,49,1
4980,60,1
4983,91,1
4984,59,1
4991,79,1
4993,80,1
4994,69,1
4996,79,1
4998,80,1
5001,65,1
5003,65,0.80424134
5003,80,0.59430285
5004,79,1
5009,79,1
5015,79,1
5020,65,0.88774373
5020,79,0.460338
5022,79,1
5024,79,1
5034,79,1
5035,47,0.67361517
5035,72,0.66387782
5035,79,0.32482125
5036,0,0.41383112
5036,2,0.72661828
5036,9,0.50335469
5036,65,0.217724
5039,59,0.7225385
5039,70,0.69133068
5046,13,0.71116046
5046,26,0.70302973
5051,79,1
5053,70,1
5054,98,1
5057,43,0.4870453
5057,56,0.54578908
5057,58,0.68183661
5064,46,1
5065,19,1
5071,44,0.74920688
5071,87,0.66233606
5076,43,0.5085112
5076,63,0.77791131
5076,79,0.36914815
5080,87,1
5084,89,1
5091,56,1
5092,9,1
5096,61,1
5104,79,1
5108,32,1
5112,73,1
5122,54,1
5126,70,1
5127,79,1
5131,43,1
5139,59,0.7225385
5139,70,0.69133068
5140,43,0.54849138
5140,79,0.39817132
5140,98,0.73526649
5145,19,0.55212624
5145,20,0.61272214
5145,78,0.56544513
5147,43,0.62278104
5147,59,0.63855179
5147,79,0.45210108
5151,79,1
5155,62,0.88593208
5155,79,0.463815
5157,79,1
5171,79,1
5175,79,1
5178,2,0.8374035
5178,4,0.18297803
5178,26,0.25621736
5178,56,0.20085344
5178,57,0.2741911
5178,79,0.13011398
5178,82,0.25918058
5181,4,0.46230175
5181,9,0.48854875
5181,79,0.32873849
5181,90,0.66296924
5182,59,1
5183,55,0.90343935
5183,79,0.42871592
5188,80,1
5192,79,1
5197,23,0.87220275
5197,79,0.48914451
5201,77,1
5202,51,1
5203,56,0.73777858
5203,59,0.67504279
5212,79,1
5213,23,0.68239201
5213,33,0.73098642
5220,51,1
5222,79,1
5228,79,1
5234,79,1
5235,79,1
5246,79,1
5247,45,0.77280369
5247,59,0.51796495
5247,79,0.36672439
5254,40,1
5255,43,1
5259,65,1
5261,60,1
5265,79,1
5266,79,1
5272,99,1
5276,4,1
5283,79,1
5289,79,1
5292,87,1
5296,43,1
5301,21,0.61372026
5301,25,0.63482103
5301,59,0.46941422
5304,4,0.82475156
5304,58,0.56549524
5308,79,1
5316,65,1
5325,59,1
5333,79,1
5340,80,1
5360,43,0.80924916
5360,79,0.58746558
5369,9,0.82966043
5369,79,0.55826837
5370,79,1
5374,69,0.71097087
5374,86,0.70322146
5376,16,1
5377,79,1
5378,4,0.30075179
5378,9,0.31782685
5378,11,0.36631988
5378,12,0.42600209
5378,16,0.41242409
5378,23,0.381341
5378,91,0.4211316
5380,79,1
5384,89,1
5386,56,0.55188575
5386,57,0.7533959
5386,79,0.35751466
5387,79,1
5388,44,1
5389,61,0.57053303
5389,97,0.57713139
5389,99,0.58430422
5392,56,0.61254974
5392,74,0.79043204
5394,4,0.49486759
5394,80,0.50147147
5394,88,0.70967065
5397,4,0.68732621
5397,9,0.72634887
5400,87,1
5403,91,1
5406,15,1
5407,80,0.61926999
5407,87,0.78517812
5408,70,1
5409,79,0.47619251
5409,98,0.87934106
5410,22,0.82248512
5410,43,0.56878663
5415,79,1
5418,19,1
5420,65,0.88774373
5420,79,0.460338
5424,59,1
5428,79,1
5432,79,1
5436,56,0.60781907
5436,99,0.79407555
5440,16,1
5442,4,0.68732621
5442,9,0.72634887
5449,4,0.27445329
5449,6,0.38875138
5449,9,0.29003526
5449,10,0.40472578
5449,11,0.33428794
5449,16,0.37636068
5449,23,0.34799557
5449,71,0.38875138
5454,80,1
5457,12,1
5458,15,0.49711946
5458,65,0.4921102
5458,79,0.2551829
5458,86,0.43940314
5458,91,0.50250011
5459,79,1
5462,33,0.48850088
5462,34,0.50943432
5462,38,0.49821741
5462,39,0.50360994
5464,30,0.88774373
5464,79,0.460338
5467,21,1
5469,43,0.44119953
5469,66,0.67493912
5469,98,0.59143906
5470,79,1
5471,21,0.73526649
5471,43,0.54849138
5471,79,0.39817132
5472,70,1
5473,59,1
5475,79,1
5479,19,0.55212624
5479,20,0.61272214
5479,78,0.56544513
5480,9,1
5481,19,0.49913885
5481,20,0.55391938
5481,78,0.51117954
5481,80,0.42746836
5482,19,1
5483,21,0.87194168
5483,52,0.48960976
5485,48,0.90074644
5485,79,0.43434531
5487,80,1
5492,49,1
5498,8,1
5499,4,0.3885134
5499,10,0.57292587
5499,56,0.42646788
5499,68,0.58218419
5503,79,1
5504,79,1
5508,79,1
5514,4,0.61925493
5514,23,0.78518999
5517,80,1
5520,98,1
5521,6,0.4472136
5521,24,0.89442719
5527,70,0.80385312
5527,79,0.59482784
5528,59,1
5533,79,0.45278753
5533,91,0.89161845
5536,51,0.89370371
5536,79,0.44865764
5543,69,1
5547,79,1
5557,59,0.81614891
5557,79,0.57784163
5558,56,1
5562,59,0.64325511
5562,70,0.61547169
5562,79,0.45543108
5564,19,1
5568,69,1
5571,79,1
5572,70,1
5574,79,1
5576,59,1
5580,79,1
5587,79,1
5597,51,1
5600,43,1
5604,70,1
5606,66,1
5608,61,1
5610,41,0.89370371
5610,79,0.44865764
5615,79,1
5616,79,1
5617,69,0.63821286
5617,79,0.36660154
5617,98,0.67696946
5618,45,1
5625,79,1
5629,79,1
5637,79,1
5639,98,1
5643,21,1
5647,51,1
5650,80,1
5652,16,1
5654,59,0.51178778
5654,70,0.48968269
5654,96,0.70589244
5655,79,1
5661,98,1
5664,79,1
5670,79,1
5674,70,1
5677,9,1
5678,59,1
5684,12,1
5689,42,1
5705,4,0.68732621
5705,9,0.72634887
5711,79,1
5712,62,1
5714,70,1
5718,86,1
5722,5,1
5725,70,1
5730,79,1
5731,79,1
5732,31,0.87782891
5732,79,0.47897433
5755,78,1
5756,70,1
5758,79,1
5759,79,1
5760,70,1
5763,4,1
5764,43,1
5767,59,1
5769,87,1
5772,5,0.90074644
5772,79,0.43434531
5773,70,1
5781,52,1
5783,79,1
5784,60,1
5786,12,1
5789,43,1
5791,79,1
5793,79,1
5795,29,1
5796,43,1
5797,59,1
5798,79,1
5800,40,1
5803,51,1
5804,9,0.58249477
5804,52,0.81283445
5805,42,1
5808,61,1
5809,6,0.34574323
5809,13,0.34574323
5809,17,0.71990072
5809,39,0.34179034
5809,73,0.35474715
5812,61,1
5813,93,1
5815,4,0.48627502
5815,9,0.51388308
5815,73,0.70672539
5819,43,0.56878663
5819,71,0.82248512
5820,79,1
5825,43,1
5830,53,0.8307298
5830,70,0.55667585
5833,79,0.460338
5833,89,0.88774373
5836,69,1
5837,70,1
5839,70,1
5841,0,0.40315689
5841,33,0.21008841
5841,34,0.21909121
5841,35,0.23177994
5841,38,0.21426718
5841,39,0.649759
5841,86,0.18939043
5841,91,0.43317267
5842,41,0.71493381
5842,96,0.69919213
5845,79,1
5848,92,1
5855,70,1
5859,65,0.88774373
5859,79,0.460338
5860,43,0.80924916
5860,79,0.58746558
5861,49,0.77280369
5861,59,0.51796495
5861,79,0.36672439
5862,49,0.77280369
5862,59,0.51796495
5862,79,0.36672439
5863,43,1
5864,59,1
5866,32,1
5867,70,0.44218571
5867,89,0.63100104
5867,96,0.6374241
5868,42,0.68888553
5868,89,0.72487015
5870,43,0.69501455
5870,80,0.71899567
5872,79,1
5873,43,0.69501455
5873,80,0.71899567
5874,80,1
5875,99,1
5876,16,1
5877,47,0.90074644
5877,79,0.43434531
5879,32,0.6914043
5879,68,0.72246805
5880,17,0.58317621
5880,78,0.47921905
5880,79,0.28121105
5880,95,0.59260017
5881,41,1
5882,70,0.59057484
5882,98,0.80698288
5883,70,1
5885,42,0.65623557
5885,49,0.75455608
5888,70,1
5889,70,1
5894,53,1
5898,79,1
5901,43,1
5902,9,0.46868985
5902,26,0.62103031
5902,71,0.62821269
5903,6,0.56148352
5903,49,0.594002
5903,72,0.57610579
5904,79,1
5905,64,1
5908,43,1
5909,10,0.57075753
5909,43,0.37912643
5909,70,0.37193723
5909,72,0.56250703
5909,79,0.27522269
5911,70,1
5912,56,0.3067578
5912,73,0.40614772
5912,79,0.19871941
5912,94,0.83752867
5914,12,0.82752902
5914,70,0.56142294
5916,10,0.90571643
5916,17,0.30190548
5916,92,0.29754132
5917,42,0.58191956
5917,56,0.49014056
5917,73,0.64894673
5919,61,1
5920,0,0.86901043
5920,4,0.16670259
5920,6,0.23612711
5920,9,0.17616706
5920,17,0.24582995
5920,22,0.23612711
5920,79,0.11854067
5921,10,1
5922,70,1
5923,6,0.56148352
5923,49,0.594002
5923,72,0.57610579
5925,4,0.28388429
5925,9,0.60000341
5925,11,0.34577503
5925,29,0.40211
5925,69,0.35142904
5925,96,0.39325619
5927,42,0.68396357
5927,59,0.52710352
5927,70,0.50433691
5928,79,1
5933,9,0.65337403
5933,86,0.75703525
5938,73,1
5942,91,1
5945,16,1
5946,79,1
5950,61,0.75616277
5950,78,0.65438358
5953,65,1
5955,43,1
5956,73,0.58638743
5956,78,0.48892543
5956,79,0.28690686
5956,99,0.57860709
5957,43,0.80924916
5957,79,0.58746558
5958,47,1
5962,0,0.87782891
5962,79,0.47897433
5966,33,0.5483042
5966,34,0.57180036
5966,38,0.55921025
5966,43,0.19771325
5966,79,0.14352777
5967,79,1
5969,32,1
5974,65,1
5976,9,0.82966043
5976,79,0.55826837
5977,79,1
5978,79,1
5979,97,1
5981,50,1
5984,43,1
5985,41,1
5987,43,0.80924916
5987,79,0.58746558
5990,41,0.94699865
5990,70,0.32123753
5991,4,0.24419294
5991,9,0.5161138
5991,11,0.59486083
5991,16,0.33486435
5991,23,0.30962669
5991,28,0.33486435
5992,59,1
5993,79,1
5994,78,1
5995,59,0.7225385
5995,70,0.69133068
5998,43,1
6000,35,1
6001,76,0.72246805
6001,90,0.6914043
6003,79,1
6004,79,1
6011,32,1
6020,96,1
6024,70,1
6029,79,1
6031,19,1
6034,79,1
6039,17,1
6044,79,1
6048,59,1
